0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.18198748666947262,0.22198289049797726,0.25651359870902724,0.29797448736892074,0.31430982579073286,0.29590904963824016,0.2598906036524742,0.21824006198060175,0.1765654153275924,0.1364860032912536,0.10136564499777334,0.07471481179104655,0.04956689451614915,0.03460717273279279,0.028967334011178902,0.043753402772148675,0.0887382399302199,0.143542698578758,0.2010702212897808,0.25834513738129683,0.32277593414397954,0.37856420755248044,0.4424317580536359,0.5071101637382665,0.5627851473016405,0.6268545294674523,0.6926447483599607,0.7535274901904749,0.8114873407706895,0.8765344818858063,0.930570615627293,0.9480905807878242,0.906325236855706,0.8448071719656229,0.7800481506946011,0.7241563810030467,0.6604032461748037,0.5947203830849355,0.5357919580221187,0.47590501402796503,0.4101547626358788,0.3444945876188257,0.2859351070846863,0.225668811533823,0.1599024653988952,0.09414381044375908,0.041488624284288456,0.040871062042878936,0.04554171352477088,0.04412291683442904,0.03970550806591655,0.018139066199573062,0.016709623818468078,0.047281609351006004,0.05463039716159335,0.057891486340873044,0.0766906765202382,0.1041740908865898,0.1374465320592182,0.1777997877291062,0.22058544243444578,0.26179924858557113,0.3063202526579869,0.3331703060318061,0.3264755059252784,0.29366797651365806,0.25228691218950994,0.20760556724032764,0.16291003069039744,0.12338199933695027,0.09025768555102509,0.0656517622447983,0.04886223489299413,0.03162405257161227,0.031223488194546345,0.052458623633352186,0.10335986307852796,0.1587035453074348,0.21793334064228986,0.2758897380750076,0.34007608525240585,0.3957719019640331,0.4601045566372881,0.5257103555997533,0.5837199066678282,0.6445715488147474,0.7103386592956475,0.7726172120591328,0.8288960378836152,0.8792527683393199,0.9271722973301437,0.94981429269159,0.9105908726108001,0.8530433774119319,0.7876362665696495,0.7292612582998497,0.668805286970632,0.6030328077597562,0.5387589140711957,0.483088656443905,0.41860638222839874,0.3527787943415146,0.28766262306749724,0.23162601856469545,0.1683496287204327,0.10255101002931655,0.04382671056661458,0.028699129886061048,0.03001916866974197,0.033710802078620095,0.025878968992608886,0.0014455829891613092,0.008232886091923852,0.04117806078745723,0.054202733702917616,0.055834184259702546,0.07630168913079105,0.10644474834965267,0.14181841710127552,0.17932020201227994,0.22013138088909967,0.2605047508649361,0.301303768711914,0.32314190283596433,0.3053986150612067,0.27037191165337804,0.22750242527094278,0.18574343126693016,0.1376805931054177,0.10186789126141793,0.07162069559245365,0.05383153985832623,0.04257862529509193,0.03548655204640294,0.040122620157307054,0.07035906538312275,0.12246615782536097,0.18204877953764775,0.24072905796133703,0.30276592451940765,0.359640148513622,0.4250111825704215,0.49052002086811974,0.5478933805745054,0.6094644703073699,0.6752387389432806,0.7368535281004456,0.7941891151611564,0.8595699375307833,0.9185210470388379,0.9692962505271328,0.9657338327764253,0.9140298495032266,0.849385537950412,0.7933489334476094,0.7300725436033471,0.6642530512014844,0.6004183072313989,0.5446111059553917,0.479825219578756,0.4140025323973209,0.35043594636520625,0.29447763913190483,0.2295730491348702,0.1638835350997021,0.10510138172090855,0.06132298474406905,0.05469081690213207,0.05192917828884136,0.03947731039299773,0.022312690144089764,0.0,0.027496273329617793,0.05666173909443728,0.06743908652906105,0.07065738251827414,0.09467219391378201,0.12618405916192232,0.16056814645089545,0.2007299583724289,0.23925835992481925,0.27654885230889326,0.3105346174300099,0.30722500594378177,0.2726893463970059,0.23193811494837213,0.196658806741409,0.1524513691647491,0.11327305122200348,0.08687221373912957,0.06859502423492225,0.05197541143924278,0.03934541351488585,0.036591047464499926,0.06394820607601615,0.11192208570251916,0.16678230250091142,0.23159772483327545,0.2931288005943262,0.3505302966645374,0.41604072496125344,0.4793731747147012,0.5353927398279428,0.6004697003073285,0.6662983468243002,0.7316332374452843,0.7881393037737712,0.8507322835352724,0.9150885788665035,0.9689825547966779,1.0,0.9723703696940666,0.9102716049312969,0.8531454217499488,0.7944391844328123,0.7480974672814971,0.6891155875341268,0.6432289942504195,0.5897232482313388,0.5274521288684113,0.461639626243187,0.3958580388405393,0.3350963276418635,0.2770072526535765,0.21138920253455495,0.14709589222932218,0.09232689571492969,0.0538600672472791,0.05165187728636367,0.0544333838957658,0.046050580896037197,0.02887012638425368,0.011979380929272754,0.038030887635915,0.0620272568433049,0.06106940216068901,0.0656254279693167,0.06775749335960946,0.09813788500634768,0.13227084585778437,0.17013924293486715,0.2059824353569253,0.24759080068905215,0.28465466776503723,0.31280999060147696,0.3051242520118067,0.26905469673371885,0.22887937048294615,0.1920636042408721,0.1446336723408015,0.11045756268163309,0.08047167335189265,0.05746655811210166,0.04106535531157762,0.03575559787908622
